pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
TS9	0.0782765289373	-0.0529816235101	-0.0170446544414	0.121254924567	0.0935400194303	0.00694776888504	0.0591986135282	0.0128709285428	-0.0448071221642	-0.0850904971716	0.00649481421931	-0.0141910291199	0.0491946037873	-0.0256031177667	0.0424472258078	-0.029372559023	0.0805704565153	0.0842111713663	-0.0109041097476	-0.080338162024	-0.0633922593838	-0.0357007476467	0.015284783252	0.0318663428245	-0.0363894931898	0.128319318763	0.0322653761275	0.0326185434292	-0.00905715143224	0.0501683127609	-0.0525806100773	-0.0391806802564	2.48468730413e-09
TS1	0.253686118925	-0.069024421184	0.0546111282538	0.0382536984819	-0.0862491143642	-0.0137121332048	0.0170327904792	0.0238294655495	-0.0294519372809	0.016029723803	0.0691408024692	0.0528663405644	-0.0898720484035	0.0101265555553	-0.0535209947331	-0.0791425678988	0.0024217676739	-0.0498738200311	-0.0170957257513	0.0668635637571	0.0915990371234	0.0452899241884	0.0123370377108	0.11201302634	-0.000796311506032	0.0255615718365	-0.00312614613971	-0.0633646986643	-0.0245355508131	-0.0228964821254	-0.06540082165	-0.0424576888406	2.48468730413e-09
TS149	0.0444845476277	0.00192227434287	-0.134354327492	0.068374622223	0.00158591121629	0.0403959871983	-0.000225903783554	-0.0882057421869	0.0332158396013	0.140748719319	-0.0566103239281	0.0280798295425	-0.017794651479	-0.109740099269	-0.0229839366403	0.0218408501803	0.0126748995697	-0.00725582539336	0.012522080469	-0.0961915845084	-0.00867464162679	-0.044867042021	-0.0416586085799	0.00587054923849	0.0687072215306	-0.00206272052577	-0.0958265070429	0.0274245849288	-0.053136530071	-0.0702386270519	-0.0415398417723	0.00546335645931	2.48468730413e-09
TS25	0.114767177204	0.072145781417	0.208435284026	-0.0482272590067	0.0738673415995	-0.0575462978364	0.0462017311349	0.0101513175891	0.0840319616895	0.067024241295	-0.104600131657	-0.0270057385442	-0.0199117840002	0.0627690781891	0.0514558420901	-0.0234587781014	0.0581742912328	0.0729148973148	-0.093930898566	0.0158017592348	0.0592855633137	-0.0295858936543	0.00990180075928	-0.0425525409793	0.00267529420543	-0.0953393964641	-0.00246177562795	0.0545556540135	-4.06849628352e-05	0.0133164584119	-0.0504026863379	-0.0337505365521	2.48468730413e-09
TS27	0.169372196718	-0.0862178203181	0.128354248975	-0.0819107604609	0.023503863264	0.0190041087205	0.0196892448578	-0.00840080179778	0.0237398624412	0.126293271931	-0.0159004169444	-0.108056954051	0.149844661217	-0.0164647001844	-0.0446309869498	-0.0382560220587	-0.0534814998566	-0.0166960690062	0.113764788509	-0.0120716829934	-0.0303382189706	0.00467371807076	0.0916604226906	0.0077461591437	0.0155437322506	0.00631079073497	-0.0442173892089	-0.0412869394644	-0.00328551309703	0.045533500062	0.0323369618528	-0.0301780879787	2.48468730413e-09
TS50	-0.289294528096	-0.172305476076	0.00541704371543	0.0354584591882	0.0556398538642	-0.0206857701309	0.122202783803	-0.110178794956	-0.0865095892394	-0.00202618931283	0.0482927976297	-0.0913696940881	-0.0490976065425	0.0730992576823	-0.0895736750317	-0.0695335274368	0.0239813646441	0.0205690611416	-0.0216899924043	-0.0298329455784	-0.0243312048623	0.117457294218	0.0107117043757	-0.0361027536148	0.0737297343774	-0.0243598145025	0.0192648662154	0.0203596897817	-0.0038750457419	-0.0208144008469	0.00276908544756	0.00741173191033	2.48468730413e-09
TS31	0.0737939072925	-0.0442825023056	-0.0586238976213	-0.0645228740922	0.041252734828	-0.0168885675197	-0.052580614313	-0.107454869483	-0.0163278258055	-0.0311959466461	-0.0703066639953	0.0810819054113	-0.0239025706203	0.0502456605977	0.0512026823354	-0.0169071382455	-0.0571755184696	0.106925059296	0.0284559612384	0.0532205504686	0.0337013388301	0.0487060583278	0.0380148095005	0.0934044138023	-0.0132328886856	0.0201562714019	-0.0502378404882	0.0672313644678	-0.0402107414639	0.034719178634	0.0388590866469	0.0700200529121	2.48468730413e-09
TS49	-0.143316810704	0.157812361788	0.0785912154952	-0.154330405353	0.104571818438	-0.0213562133722	0.0751823501317	-0.0627104825581	0.16374796637	0.014410760823	0.102873345283	0.158130710575	-0.0220684114331	-0.0641181958036	-0.0822039368413	0.0459560361886	-0.00442756685217	0.0282172620374	0.0295667400759	0.00900022352125	-0.0218927609329	0.027216500747	0.0310652390237	-0.019447704794	-0.016306318603	0.052007564746	0.0425242825492	-0.00400797436216	0.0105410307838	-0.0209292510912	-0.00638045933529	-0.00876769568985	2.48468730413e-09
TS15	0.10463539419	0.267188037599	0.0955490642811	0.069635572822	0.058499050779	-0.00525699315285	0.077136698445	0.0207311607383	-0.0932565436058	-0.0833422302788	-0.018564249736	-0.0699405352619	0.0286326178731	-0.155104989584	-0.0029257132411	0.0934908521629	0.00594468729553	-0.0392611730402	-0.0172231570951	0.00639136676129	0.000173411277588	0.0795279743601	-0.0124242116483	0.0707367509578	0.0106087804882	-0.0622598458303	0.0220158497857	0.0149965478567	-0.0261958309127	0.00275390691634	0.032809692349	0.00799348587786	2.48468730413e-09
TS148	0.112291748791	-0.00638678463661	-0.147957158847	0.0878402863851	0.00363524132447	0.0332993771698	0.0341577725776	-0.0215602582412	0.0120313306908	0.126609119002	0.0556730251021	0.0265000783124	0.0298587427227	-0.0454362487469	-0.0162573318467	0.0147082095413	0.0503074097749	-0.0352627875682	-0.0790225681386	0.0427302808428	0.101309590565	0.0403161554031	-0.0402717666877	-0.0830738017621	-0.00566986160152	0.0362112904939	-0.00270326214054	-0.000114681437418	0.0351690545559	0.104184604386	0.0326209670238	0.0268785945	2.48468730413e-09
TS19	-0.205455806546	-0.0382616054528	0.0136021881527	0.116484833084	-0.00860246198473	-0.0135299768764	0.0471288971837	0.146043372528	0.151934853188	0.0330322787661	-0.0846433881408	-0.00698707403465	0.0627795608134	0.106212509358	-0.0434946614631	0.0358512039009	-0.000663918091296	-0.0894112356112	0.0018701053436	-0.039392105072	-0.00625734505192	0.0459538642742	-0.0259172839156	0.0529932419458	-0.0804073593857	0.0101740795013	0.00854719679553	0.00293146148713	-0.0410579468852	-0.00190642477758	-0.0165301679958	0.0546042903849	2.48468730413e-09
TS20	-0.0716457433165	-0.102233176945	-0.15136281273	0.00914479313056	0.0533482734642	0.0765620707543	-0.00909481704679	0.0638747632922	0.0642879500526	-0.112534951284	-0.0508225176655	-0.0861631858416	0.0104604508868	-0.0592521161457	-0.0364017109729	0.0205537574678	-0.00899140156012	-0.0450925036171	0.0165671272966	0.110574658732	0.076313363837	-0.0472169970472	0.11028878743	-0.0230257100059	0.0348303475061	0.0176114316482	0.0137035534389	0.0619295074348	0.0335085401171	-0.0455711732816	-0.0231772588058	-0.00363829860388	2.48468730413e-09
TS32	0.0175965238092	-0.0576096481927	-0.178610428987	-0.00310802958144	-0.0411650684763	-0.0641604598028	-0.00306627747528	-0.116858393525	-0.036469536184	0.0173680291572	-0.0378070518046	0.0463008715042	-0.0444155911877	0.062931218733	0.0367183412336	0.128206903005	-0.0182580400901	-0.0706330210299	0.0434735588826	-0.0742550591179	0.00879838439209	0.00941950638671	0.0621364033642	0.0120642592865	-0.0613673188925	-0.0654244419876	0.0546963766092	0.0097624481249	0.0162352050759	0.0238989655202	0.00141766193138	-0.0776750956726	2.48468730413e-09
TS56	-0.0853786256419	-0.0288595612176	-0.0431721938095	0.0893483588943	0.0727584846419	0.0735585973377	-0.0253036558624	-0.0517696921956	0.0455957682524	-0.0959882820376	-0.0456952093095	0.00559297187323	-0.0116711892836	-0.0708671104004	0.0420831227117	-0.086145644661	0.0128063884986	0.0734322223886	0.0448227203718	-0.0217835963773	0.0423716112385	0.0219444966463	0.00247217753711	-0.0575728976916	-0.104230551584	-0.0700223605854	-0.0248215119349	-0.119624030863	-0.00156330825767	-0.0177749400762	0.0047041979134	0.00684945617708	2.48468730413e-09
TS30	0.0923532389219	0.172646851438	-0.181991595147	-0.103375197455	-0.0512613192393	-0.147707635894	0.02989658669	0.0101951452513	-0.0137303139399	-0.0365057704168	-0.0154135831669	-0.0276590653927	0.0497238275014	-0.0025336566676	-0.0460289758104	-0.0981436336235	-0.0423962371642	-0.00412811886144	0.0149166315135	-0.0193697700757	-0.0510168161733	0.00319677486377	-0.0384035412865	0.0201946714873	-0.00975569537571	-0.0364162467534	-0.014931442811	0.00296331229506	0.1027145191	0.0140063533372	-0.0696028782077	0.0399651198871	2.48468730413e-09
TS33	0.0912195590178	0.13898742388	-0.175067441138	-0.113978610268	-0.0385301917943	-0.106073515614	-0.0467997330444	0.0196143849635	0.0114300205464	-0.0263736187406	-0.0168813345431	-0.0518484542299	0.050054358987	0.0323369900267	-0.0249497765699	-0.0793014844075	0.00852007935444	0.000525676855234	-0.0618399673859	0.0142205320581	-0.00112555633738	-0.00826565685473	-0.0191630374793	-0.0530644762003	-0.0098535727889	0.0339184965256	0.0507285185089	-0.0100711337578	-0.118355238071	-0.0367353198318	0.0580352712382	-0.036821822504	2.48468730413e-09
TS14	0.00809521300618	-0.0286101566689	0.0175150794089	-0.100092018357	0.0771909646509	-0.0435838854389	0.143370170242	0.038817819206	-0.0451578004674	-0.0926514624377	0.00148235948781	0.0243213650074	0.0130964683445	0.0620373678348	0.147266649079	0.0716439750511	-0.0752648659454	-0.0722133741288	-0.0121047575903	-0.00284359449131	0.0253592831916	0.0130168126369	-0.0315366853535	-0.063809964126	0.0525043300763	0.0557669380704	-0.0867764044014	-0.0540859770099	-0.00945088125299	-0.0103163670085	-0.020208999275	-0.000794496007873	2.48468730413e-09
TS150	-0.142161424848	0.248298979979	0.0283131873077	0.00525587066083	-0.162837652694	0.232934973686	0.051675087241	-0.0760305082983	-0.0841107729332	-0.0126261228471	0.0446785522939	0.0546432651773	0.110703631167	0.100906113688	0.0125830127187	-0.0250375516684	0.0456092343928	-0.0148999287477	-0.019312721824	0.0167990062845	0.00320695949211	-0.0352331932783	0.0451480450314	-0.00122038250056	-0.0194688117597	-0.00909403699931	-0.0296541840835	0.0151442982357	0.00212426516744	-0.0206339232711	-0.00881276422769	0.000517430961193	2.48468730413e-09
TS29	-0.0741949970258	-0.155550217989	0.0632328299326	-0.113564138048	0.0306443580254	-0.0514208020129	-0.0849984955509	-0.149388181457	-0.0058943204065	-0.0312942238482	-0.0510988441891	-0.0297667046628	0.0670675652649	-0.00018062449969	-0.0191504257862	0.0656415038386	0.149122726395	-0.0487827709581	-0.0575055370571	0.0510018064105	-0.0190700570035	-0.0624796381951	-0.0554090401205	0.0683597904586	0.00895576884026	0.0124669140887	0.0073955576075	-0.0625420667581	0.0280587405317	-0.0124106977263	0.0113377539632	0.0241808013721	2.48468730413e-09
TS3	0.025313708593	-0.111870734285	0.00953980795522	-0.0399062153501	-0.00825038256223	0.044572099096	-0.122995483314	0.014811661582	0.0825895261628	-0.0391926612214	0.215468008682	-0.0780455236206	0.0728448523146	0.00298897101287	0.0397480033355	0.035903997336	-0.0763710368006	0.0489302587888	-0.0845299073412	-0.0904149916344	0.0498549347979	0.0140037274355	-0.0367699691967	0.0443044619018	-0.0147512549947	-0.0325944029437	-0.013040242178	0.0320900451802	0.0205527646875	-0.02703963024	0.00777406440285	-0.0100728266914	2.48468730413e-09
TS51	-0.119874922334	-0.0428075704972	-0.0895675732003	-0.190455817693	-0.0446909154295	0.121800606098	0.0957962910483	0.128652981294	-0.0559646263646	0.0871329641951	0.0146793142998	-0.10443518776	-0.132847836249	-0.0235036926584	-0.00440622401452	0.0634587065283	0.0225624802963	0.082423423758	0.0113940029341	0.0391390643988	-0.0406500069425	-0.0269676180327	-0.0411494552857	0.0301568058458	-0.0691368140182	-0.004293304304	-0.0175549179684	-0.0126715495127	-0.00998578865626	0.0185445729252	0.00124540996735	-0.00467168069759	2.48468730413e-09
TS55	-0.237057932162	-0.043433961664	0.014030994363	0.0266160162746	0.107007183308	0.0395124480699	-0.00592322408159	-0.00134965073743	0.0106273907326	0.0154350172657	0.0187571168224	0.0622119237577	-0.0347749307585	-0.0498114982507	0.0600444480317	-0.137874308192	-0.0747493536082	-0.11976571201	-0.0397097760667	0.0500175510624	-0.0752852580942	-0.0646866777429	-0.0471201135044	0.0468083162637	-0.00138039091431	-0.0404733494033	-0.00496424393455	0.0368417131734	-0.00264709063289	0.0429187359003	0.0339414321368	-0.0425898357053	2.48468730413e-09
TS2	0.176931141955	-0.115667113056	0.150798997069	-0.0715462504979	-0.146277682373	0.0258990047405	-0.0477116956028	0.0168806375142	-0.00532047533023	-0.124613486216	-0.0447924201078	0.0376703907699	-0.094452234554	-0.0492102857742	-0.0939274625888	-0.0124210614625	0.0111514308242	-0.0709896864893	-0.0549882298052	-0.0774730254185	-0.0474915387877	0.00632743414233	0.0292589276104	-0.076246191448	-0.0467596690854	0.0125725459364	-0.0583104051521	0.0412417389343	0.00165140464476	0.0231367072315	0.0241839007348	0.0177450424774	2.48468730413e-09


eigvals	0.720427086914	0.422002010818	0.312258568979	0.242252224198	0.224724234141	0.206866281825	0.196600322607	0.180748230773	0.161050619416	0.157170431414	0.149815215161	0.141269516987	0.130325075767	0.123787539845	0.11835231694	0.113559687337	0.107355485746	0.105332483368	0.103565995286	0.0949080800181	0.0889855901566	0.080307942175	0.0786600939337	0.0763089728038	0.0751103963466	0.068428291004	0.0649499201782	0.0545786244195	0.0487889346671	0.0473094767059	0.0429286577732	0.0376623605229	2.03731142978e-16
% variation explained	15.0830854709	8.83516529804	6.53754248068	5.07186788153	4.70489643228	4.33101679059	4.11608547674	3.78420115372	3.3718058384	3.29056901605	3.13657792185	2.95766252805	2.72852630406	2.59165441948	2.47786090294	2.37752091957	2.24762782618	2.20527361944	2.16828987577	1.98702506999	1.86302998095	1.68135204495	1.64685218186	1.59762837892	1.57253460958	1.43263597467	1.35981172165	1.14267504923	1.02146030457	0.990485912734	0.898767725571	0.788510889058	4.26537854897e-15
